id,文章,問題,選項1,選項2,選項3,選項4,答案
11427,夏天是游泳戲水的旺季，臺北市法務局聯合體育局、衛生局與消防局等單位，針對全市79家公私立游泳池展開安全與衛生稽查，初檢有34家不合格，不合格率達4成3；複檢仍有陽明山「前山公園游泳池」、「泉心健康休閒會館」與「雙園國中附設藍鯨游泳學校」，分別因水質抽驗不合格或消防安全「設備不合格，遭開罰4千元及1萬2千元。記者劉碧薇報導------北市法務局主任消保官何修蘭表示，北市府依據游泳池管理規範及北市公私立游泳池安全管理聯合檢查實施計畫，從3月6號到6月29號，針對全市79家對外營業的公私立游泳池，分別就「人員、場地及衛生管理」、「消防安全」、「建築物安全」與「泳池設備及安全管理」等4大重要事項進行全面性查核。體育局專員李榮晉指出，初檢時，整體不合格情形主要有救生員證失效或未提供、從業人員未接受健康檢查、無自主管理檢查表的紀錄、未配置合格救生員等，其中，初檢不合格以「松山國小游泳池」有4項缺失最為嚴重，包括救生員無合格證照、消防安全設備不合格等，不過複檢已經全部合格。主消何修蘭進一步說明，複檢仍不合格的3家業者，已經分別依違反北市營業衛生管理自治條例開罰4千元，及違反消防法開罰1萬2千元------何修蘭進一步說明，北市游泳池消費爭議並不多，主要還是入場券退費等相關問題。,本次游泳池管理規範及北市公私立游泳池安全管理聯合檢查實施計畫於幾月幾號結束？,6月20號,6月18號,6月29號,6月15號,
11428,夏天是游泳戲水的旺季，臺北市法務局聯合體育局、衛生局與消防局等單位，針對全市79家公私立游泳池展開安全與衛生稽查，初檢有34家不合格，不合格率達4成3；複檢仍有陽明山「前山公園游泳池」、「泉心健康休閒會館」與「雙園國中附設藍鯨游泳學校」，分別因水質抽驗不合格或消防安全「設備不合格，遭開罰4千元及1萬2千元。記者劉碧薇報導------北市法務局主任消保官何修蘭表示，北市府依據游泳池管理規範及北市公私立游泳池安全管理聯合檢查實施計畫，從3月6號到6月29號，針對全市79家對外營業的公私立游泳池，分別就「人員、場地及衛生管理」、「消防安全」、「建築物安全」與「泳池設備及安全管理」等4大重要事項進行全面性查核。體育局專員李榮晉指出，初檢時，整體不合格情形主要有救生員證失效或未提供、從業人員未接受健康檢查、無自主管理檢查表的紀錄、未配置合格救生員等，其中，初檢不合格以「松山國小游泳池」有4項缺失最為嚴重，包括救生員無合格證照、消防安全設備不合格等，不過複檢已經全部合格。主消何修蘭進一步說明，複檢仍不合格的3家業者，已經分別依違反北市營業衛生管理自治條例開罰4千元，及違反消防法開罰1萬2千元------何修蘭進一步說明，北市游泳池消費爭議並不多，主要還是入場券退費等相關問題。,本次檢查計劃共針對幾家對外營業的公私立游泳池進行調查？,78,79,80,81,
11429,夏天是游泳戲水的旺季，臺北市法務局聯合體育局、衛生局與消防局等單位，針對全市79家公私立游泳池展開安全與衛生稽查，初檢有34家不合格，不合格率達4成3；複檢仍有陽明山「前山公園游泳池」、「泉心健康休閒會館」與「雙園國中附設藍鯨游泳學校」，分別因水質抽驗不合格或消防安全「設備不合格，遭開罰4千元及1萬2千元。記者劉碧薇報導------北市法務局主任消保官何修蘭表示，北市府依據游泳池管理規範及北市公私立游泳池安全管理聯合檢查實施計畫，從3月6號到6月29號，針對全市79家對外營業的公私立游泳池，分別就「人員、場地及衛生管理」、「消防安全」、「建築物安全」與「泳池設備及安全管理」等4大重要事項進行全面性查核。體育局專員李榮晉指出，初檢時，整體不合格情形主要有救生員證失效或未提供、從業人員未接受健康檢查、無自主管理檢查表的紀錄、未配置合格救生員等，其中，初檢不合格以「松山國小游泳池」有4項缺失最為嚴重，包括救生員無合格證照、消防安全設備不合格等，不過複檢已經全部合格。主消何修蘭進一步說明，複檢仍不合格的3家業者，已經分別依違反北市營業衛生管理自治條例開罰4千元，及違反消防法開罰1萬2千元------何修蘭進一步說明，北市游泳池消費爭議並不多，主要還是入場券退費等相關問題。,本次查核初檢不合格之「松山國小游泳池」共有幾項缺失？,1,2,3,4,
11430,夏天是游泳戲水的旺季，臺北市法務局聯合體育局、衛生局與消防局等單位，針對全市79家公私立游泳池展開安全與衛生稽查，初檢有34家不合格，不合格率達4成3；複檢仍有陽明山「前山公園游泳池」、「泉心健康休閒會館」與「雙園國中附設藍鯨游泳學校」，分別因水質抽驗不合格或消防安全「設備不合格，遭開罰4千元及1萬2千元。記者劉碧薇報導------北市法務局主任消保官何修蘭表示，北市府依據游泳池管理規範及北市公私立游泳池安全管理聯合檢查實施計畫，從3月6號到6月29號，針對全市79家對外營業的公私立游泳池，分別就「人員、場地及衛生管理」、「消防安全」、「建築物安全」與「泳池設備及安全管理」等4大重要事項進行全面性查核。體育局專員李榮晉指出，初檢時，整體不合格情形主要有救生員證失效或未提供、從業人員未接受健康檢查、無自主管理檢查表的紀錄、未配置合格救生員等，其中，初檢不合格以「松山國小游泳池」有4項缺失最為嚴重，包括救生員無合格證照、消防安全設備不合格等，不過複檢已經全部合格。主消何修蘭進一步說明，複檢仍不合格的3家業者，已經分別依違反北市營業衛生管理自治條例開罰4千元，及違反消防法開罰1萬2千元------何修蘭進一步說明，北市游泳池消費爭議並不多，主要還是入場券退費等相關問題。,複檢仍不合格的共有幾家業者？,1,2,3,4,
11431,"(台北)尼莎颱風來襲,北北桃基.晚間6點停班停課;機場捷運晚間7點前,仍維持正常營運!台北市長柯文哲上午表示:將比照應對颱風模式,趁此機會.全面檢視世大運各場館的整備情況!記者靳傑報導台北市政府上午舉行尼莎颱風首次防災整備會議,市府表示:由氣象資料研判,這次颱風對台北市的影響,風比雨大;且入夜以前,可能出現8到10級的強陣風;柯文哲市長除了呼籲民眾及早防範,也將趁此機會,檢視世大運各場館的防颱整備~VOICE在民生果菜供應方面,台北市產發局長林崇傑表示:受到颱風來襲.預期心理影響,台北農產運銷公司今天蔬菜到貨增加,價格上揚;水果部分則是進貨量略增,價格維持平穩~VOICE而,因應颱風來襲,台北市中午11點起,附條件開放全市8公尺以上道路紅黃線停車,並暫停路邊停車收費;下午1點起,關閉各河川疏散門,兩點開始拖吊堤外停車,到下午4點.河川疏散門全面關閉!此外,83所指定學校,也開放民眾緊急臨時停車,直到恢復上班日的上午7點為止!",請問台北市何時暫停路邊停車收費？,中午11點,中午12點,下午13點,下午14點,
11432,（稿頭）宜蘭上午風雨還不明顯，不過隨著颱風逐漸逼近，下午包括台九線蘇花公路及台七線、臺七甲線都實施預警性封閉。記者林慧貞報導,請問哪條路段沒有實施預警性封閉？,台九線,台七線,台八線,台七甲線,
11433,尼莎颱風進逼，高雄市和屏東縣政府防災中心已提升一級開設戒備，趁著上午沒有下雨，山區進行預防性撤離。記者徐郡秀報導高雄市山區如遇大雨容易形成孤島地形，區公所緊急協助桃源，那瑪夏，茂林，六龜及甲仙等區洗腎患者和孕婦提前撤離，安置到安全處所，屏東地區山區同樣趁著白天還沒下雨之前，宣導居民自行撤離，晚上將由駐軍進行強制撤離——除了預防性撤離，高雄市政府水利局也密集檢視各水門、抽水站、截流站、抽水機組及車行地下道抽、排水系統，確保各項功能正常運作，同時加快完成側溝清淤、易淹水地區的排水口落葉與垃圾清除，避免積淹水災情，市府提醒要加強固定或搬移工程工地的施工圍籬、鷹架及相關設備，避免大型廣告物、樹枝或易受強風吹落的懸掛物品吹落，危及路人與車輛。,請問區公所沒有協助哪個地區的洗腎患者提前撤離？,甲仙區,六龜區,旗山區,茂林區,
11434,尼莎颱風進逼，高雄市和屏東縣政府防災中心已提升一級開設戒備，趁著上午沒有下雨，山區進行預防性撤離。記者徐郡秀報導高雄市山區如遇大雨容易形成孤島地形，區公所緊急協助桃源，那瑪夏，茂林，六龜及甲仙等區洗腎患者和孕婦提前撤離，安置到安全處所，屏東地區山區同樣趁著白天還沒下雨之前，宣導居民自行撤離，晚上將由駐軍進行強制撤離——除了預防性撤離，高雄市政府水利局也密集檢視各水門、抽水站、截流站、抽水機組及車行地下道抽、排水系統，確保各項功能正常運作，同時加快完成側溝清淤、易淹水地區的排水口落葉與垃圾清除，避免積淹水災情，市府提醒要加強固定或搬移工程工地的施工圍籬、鷹架及相關設備，避免大型廣告物、樹枝或易受強風吹落的懸掛物品吹落，危及路人與車輛。,請問區公所幫忙撤離哪種人？,小孩,老人,青少年,孕婦,
11435,中颱尼莎預計今天（29）下午到晚上風雨最劇烈，而且因太平洋高壓減弱，颱風路徑往北修，預估今晚會在花蓮登陸，東半部首當其衝。為因應可能降下超大豪雨，台東各工務段在下午開始陸續預警性封閉危險道路，視災情及天候狀況再行開放通車。~~警廣記者王玉芬報導台東市區今天早上八點多才陸續下起雨來，目前24小時累積雨量以蘭嶼鄉69.5毫米最多，風速以蘭嶼9級為最強，為因應中颱尼莎可能降下超大豪雨，安全起見台東大武工務段下午二點預警性封閉台九線407到432k南太麻里到大鳥路段，關山工務段下午二點預警性封閉向陽到霧鹿，而197縣道52K坍方處安全疑慮，也已先行封閉該路段。另台東工務段在八仙洞服務區附近也吊放活動型護欄防漂砂到路上，台東工務段副段長陳克劼說~~（音檔）另外台東縣消防局也請延平鄉、海端鄉、卑南鄉、達仁鄉金峰鄉、太麻里鄉、大武鄉等區域，利用白天風雨空窗期間針對高災害潛勢地區執行預防性疏散撒離工作。~~警廣記者王玉芬台東報導,請問何處風速最強？,蘭嶼,綠島,花蓮,琉球,
11436,高雄一名男子拒絕停車受檢，開著小客車加速逃逸還撞倒一輛機車，最後警方破窗將駕駛制伏，調查發現，他涉及肇事逃逸和6件汽車毀損案，依法移送。記者徐郡秀報導警方表示，這名林姓男子開著自小客車行經高雄市左營區華夏、崇德路口，因車子擋泥板脫落發出怪異聲響，博愛四路派出所巡邏員警發現，要他停車接受檢查，不過男子不願受檢，駕車加速離去，警員見狀隨即在後尾隨並通報線上警網攔截圍捕，逃逸過程中，嫌犯自小客車擦撞另一部機車，支援警力在文自路將他攔停，避免他繼續駕車逃逸危及其他用路人安全，員警破窗將林姓男子逮捕——原來，林姓嫌犯在左營區博愛四路跟重和路口涉嫌駕車撞機車後逃逸，機車騎士受到輕傷，另外涉嫌在左營區文自路割壞汽機車板金和座墊，一時心虛逃逸，至於破窗的陳姓員警手部遭玻璃割傷，送醫治療沒有大礙,請問男子為何不願意受檢？,不明白警員意思,心虛逃逸,另有急事,有前科,
11437,尼莎颱風來襲，目前已經有十個縣市被列為坡地災害高風險區，不少部落可能因坍塌形成孤島，中央災害應變中心指揮官葉俊榮要求相關單位，務必在天黑前完成疏散撤離，避免當地民眾受困或發生危險。記者呂明宗報導尼莎颱風逐步逼近，目前被列為坡地災害高風險的縣市包括花蓮縣、台東縣、宜蘭縣、嘉義縣、台南市、高雄市、屏東縣、南投縣、新北市和台中市，這些縣市中，包含秀林西寶等部落很容易因道路坍塌變成孤島，也有些聚落容易因坡地災害帶來危害，中央災害應變中心指揮官，內政部長葉俊榮表示，任何颱風來襲都不能掉以輕心，尤其尼莎颱風入夜後風雨加大，所有預防性疏散撤離務必都要在天黑前完成—tape去年受災的紅葉聚落、愛國埔聚落以及今年0601豪雨受災的神木村、勤和部落，目前復建工程都還在進行中，防災中心也通知當地政府要注意安全，避免這些地區再次受災。,請問哪個部落容易因為道路坍塌變成孤島？,秀林西寶部落,愛國部落,紅葉聚落,神木村,
11438,主計總處公布今年第二季國民所得(GDP)統計資料，第2季未經季節調整實質GDP，與去年同季比較的經濟成長率概估為2.1％，較5月預測數2.14％略減0.04個百分點；併計第1季，上半年經濟成長率2.35％。記者王涵瑩報導106年第2季實質GDP較預測數略減0.04個百分點，主計總處專門委員黃偉傑說明主要原因TAPE；黃偉傑也表示，對我國未來經濟情勢樂觀以對tape。另外，主計總處表示，第2季在外需方面，隨全球經濟穩步復甦，面板需求擴增及半導體市況續旺，加以基期偏低影響，第2季按美元計價商品出口擴增10.22%，其中佔比例最高的電子零組件續增12.64%。輸入方面，雖半導體業者增購資本設備趨緩，但受惠於出口需求增加，國際原油、基本金屬價格回揚等影響，第2季按美元計價商品進口續增12.04%。內需方面，總計第2季國內需求成長1.36%。,請問黃偉傑是誰？,主計總處專門委員,民眾,半導體業者,記者,
11439,台鐵產業工會成員今年春節時集體休假，有331名員工遭記過懲處，產業工會向勞動部提起裁決申請，勞動部裁決今出爐，指產業工會直到春節假期前四天才通知台鐵，有違誠信原則，駁回產業工會申請。記者王汝聰報導勞動部申請不當勞動行為裁決委員會認為，台鐵員工在春節等重要節日期間疏運旅客是台鐵的職責，產業工會在春節前四天才通知台鐵將集體休假，有違誠信原。因此後續台鐵事後發公文要求員工應到班、請假等行為，不構成不當勞動行為，工會敗訴。勞動部勞動關係司司長王厚偉說~~裁決書也提及到如果產業工會成員在1月班表排定公布後7日內通知台鐵局拒絕排班、或請假前7日送出申請，台鐵就不應以曠職論處，影響考績、記過或扣薪。台鐵產業公會理事長王傑表示，產業工會在今年1月1日做出休假決議、並開記者會宣布，1月3日就寄出公文給台鐵，直到1月27日休假，並沒有違反誠信原則。他表示，產業工會將再度前往勞動部抗議。,請問產業工會於何時做出休假決議？,1月1號,1月2號,1月3號,1月4號,
11440,今年第9號颱風尼莎離台灣愈來愈近，行政院長林全表示，尼莎和尼伯特路徑類似，東部地區需特別小心，嚴防土石流。他也提醒各相關單位提高警覺，並呼籲民眾週末減少出門。記者林郁青報導。中央氣象局觀測，輕颱尼莎持續以每小時16公里的速度向西北移動，氣象局已陸續發布各區域的海上及陸上颱風警報。由於本次東南部的西南水氣較多，降雨可能高於尼伯特颱風，也不排除可能形成藤原效應，增加威脅。行政院長林全稍早聽取颱風動態時表示，29號到週一上午，颱風影響可能較明顯，全台都會有風雨，務必提早防備：「tape~」氣象局提醒，尼莎颱風逐漸增強，最快今晚到明天清晨就會發展為中颱，提醒民眾盡快做好防颱準備，氣象局也會持續更新最新動態。,下列敘述何者有誤？,尼莎颱風可能造成全台有雨,尼莎颱風可能轉為中颱,尼莎颱風往西北移動,尼莎颱風降雨低於尼伯特颱風,
11441,中央氣象局指出，尼莎颱風暴風圈29號清晨將影響近海，上午將接近東半部陸地。東半部、西半部、中南部降雨都會增多，其中，東半部、中部及南部山區降雨最多，可達600到900毫米。記者林郁青報導。根據中央氣象局最新資料，颱風尼莎已來到花蓮東南方約450公里海面上。氣象局簡任技正伍婉華指出，29、30號兩天將是颱風最靠近臺灣的時候：「tape~」伍婉華表示，稍早發布的海上警報地區包含綠島蘭嶼、巴士海峽、台灣海峽南部；陸上警報地區除了花蓮、台東、綠島、蘭嶼，增加了高雄、屏東、臺南、嘉義及南投。她提到，臺東外海浪高已達3公尺以上，西南部沿海、南部沿海及北部沿海都出現長浪，且風浪將持續增強，提醒民眾週末假期避免從事海上活動。,請問氣象局發布海上警報的地區不包含？,綠島,巴士海峽,蘭嶼,澎湖,
11442,中央氣象局指出，尼莎颱風暴風圈29號清晨將影響近海，上午將接近東半部陸地。東半部、西半部、中南部降雨都會增多，其中，東半部、中部及南部山區降雨最多，可達600到900毫米。記者林郁青報導。根據中央氣象局最新資料，颱風尼莎已來到花蓮東南方約450公里海面上。氣象局簡任技正伍婉華指出，29、30號兩天將是颱風最靠近臺灣的時候：「tape~」伍婉華表示，稍早發布的海上警報地區包含綠島蘭嶼、巴士海峽、台灣海峽南部；陸上警報地區除了花蓮、台東、綠島、蘭嶼，增加了高雄、屏東、臺南、嘉義及南投。她提到，臺東外海浪高已達3公尺以上，西南部沿海、南部沿海及北部沿海都出現長浪，且風浪將持續增強，提醒民眾週末假期避免從事海上活動。,請問氣象局發布陸上警報的地區不包含？,花蓮,台東,宜蘭,屏東,
11443,中央氣象局指出，尼莎颱風暴風圈29號清晨將影響近海，上午將接近東半部陸地。東半部、西半部、中南部降雨都會增多，其中，東半部、中部及南部山區降雨最多，可達600到900毫米。記者林郁青報導。根據中央氣象局最新資料，颱風尼莎已來到花蓮東南方約450公里海面上。氣象局簡任技正伍婉華指出，29、30號兩天將是颱風最靠近臺灣的時候：「tape~」伍婉華表示，稍早發布的海上警報地區包含綠島蘭嶼、巴士海峽、台灣海峽南部；陸上警報地區除了花蓮、台東、綠島、蘭嶼，增加了高雄、屏東、臺南、嘉義及南投。她提到，臺東外海浪高已達3公尺以上，西南部沿海、南部沿海及北部沿海都出現長浪，且風浪將持續增強，提醒民眾週末假期避免從事海上活動。,下列何者可能是台東外海的浪高？,0.5公尺,1公尺,2公尺,3公尺,
11444,中央氣象局指出，尼莎颱風暴風圈29號清晨將影響近海，上午將接近東半部陸地。東半部、西半部、中南部降雨都會增多，其中，東半部、中部及南部山區降雨最多，可達600到900毫米。記者林郁青報導。根據中央氣象局最新資料，颱風尼莎已來到花蓮東南方約450公里海面上。氣象局簡任技正伍婉華指出，29、30號兩天將是颱風最靠近臺灣的時候：「tape~」伍婉華表示，稍早發布的海上警報地區包含綠島蘭嶼、巴士海峽、台灣海峽南部；陸上警報地區除了花蓮、台東、綠島、蘭嶼，增加了高雄、屏東、臺南、嘉義及南投。她提到，臺東外海浪高已達3公尺以上，西南部沿海、南部沿海及北部沿海都出現長浪，且風浪將持續增強，提醒民眾週末假期避免從事海上活動。,請問何處沒有出現長浪？,西南部沿海,北部沿海,西北部沿海,南部沿海,
11445,中央氣象局指出，尼莎颱風暴風圈29號清晨將影響近海，上午將接近東半部陸地。東半部、西半部、中南部降雨都會增多，其中，東半部、中部及南部山區降雨最多，可達600到900毫米。記者林郁青報導。根據中央氣象局最新資料，颱風尼莎已來到花蓮東南方約450公里海面上。氣象局簡任技正伍婉華指出，29、30號兩天將是颱風最靠近臺灣的時候：「tape~」伍婉華表示，稍早發布的海上警報地區包含綠島蘭嶼、巴士海峽、台灣海峽南部；陸上警報地區除了花蓮、台東、綠島、蘭嶼，增加了高雄、屏東、臺南、嘉義及南投。她提到，臺東外海浪高已達3公尺以上，西南部沿海、南部沿海及北部沿海都出現長浪，且風浪將持續增強，提醒民眾週末假期避免從事海上活動。,下列何者是本文氣象局給民眾的提醒？,避免海上活動,不要外出,攜帶口罩,攜帶雨具,
11446,鴻海集團近日在美國宣布將在威斯康辛州設廠投資100億美元，董事長郭台銘表示要打造媲美矽谷的「威谷」，外界認為國內企業相繼出走，台積電董事長張忠謀則表示，台灣是投資的首選，不會跟進。記者陳軍豪報導鴻海集團董事長郭台銘日前在美國白宮和總統共同宣布鴻海將在威斯康辛州設廠，投資100億美元，郭台銘隨後前往威斯康辛州和州長渥克簽署合作備忘錄，他表示，很多人認為商人沒有祖國，但他覺得市場就是他的祖國，未來將在威斯康辛打造媲美矽谷的威谷~TAPE。鴻海赴美投資一案被外界認為是企業相繼出走，台積電董事長張忠謀則表示不會跟進~TAPE。張忠謀進一步表示，日前自己在演講中提到鴻海投資案並非創新，一般企業包括台積電在內，目前投資設廠都不是創新也可以成長，台灣投資環境確實還有可改善空間，例如水、電、土地等問題都有待改善，但台積電仍然會繼續投資台灣。,請問郭台銘於何處宣布鴻海在威斯康辛州設廠？,台灣,美國,中國,日本,
11447,鴻海集團近日在美國宣布將在威斯康辛州設廠投資100億美元，董事長郭台銘表示要打造媲美矽谷的「威谷」，外界認為國內企業相繼出走，台積電董事長張忠謀則表示，台灣是投資的首選，不會跟進。記者陳軍豪報導鴻海集團董事長郭台銘日前在美國白宮和總統共同宣布鴻海將在威斯康辛州設廠，投資100億美元，郭台銘隨後前往威斯康辛州和州長渥克簽署合作備忘錄，他表示，很多人認為商人沒有祖國，但他覺得市場就是他的祖國，未來將在威斯康辛打造媲美矽谷的威谷~TAPE。鴻海赴美投資一案被外界認為是企業相繼出走，台積電董事長張忠謀則表示不會跟進~TAPE。張忠謀進一步表示，日前自己在演講中提到鴻海投資案並非創新，一般企業包括台積電在內，目前投資設廠都不是創新也可以成長，台灣投資環境確實還有可改善空間，例如水、電、土地等問題都有待改善，但台積電仍然會繼續投資台灣。,請問郭台銘在威斯康辛州設廠投資多少元？,100億美元,100億台幣,200億美元,200億台幣,
11448,鴻海集團近日在美國宣布將在威斯康辛州設廠投資100億美元，董事長郭台銘表示要打造媲美矽谷的「威谷」，外界認為國內企業相繼出走，台積電董事長張忠謀則表示，台灣是投資的首選，不會跟進。記者陳軍豪報導鴻海集團董事長郭台銘日前在美國白宮和總統共同宣布鴻海將在威斯康辛州設廠，投資100億美元，郭台銘隨後前往威斯康辛州和州長渥克簽署合作備忘錄，他表示，很多人認為商人沒有祖國，但他覺得市場就是他的祖國，未來將在威斯康辛打造媲美矽谷的威谷~TAPE。鴻海赴美投資一案被外界認為是企業相繼出走，台積電董事長張忠謀則表示不會跟進~TAPE。張忠謀進一步表示，日前自己在演講中提到鴻海投資案並非創新，一般企業包括台積電在內，目前投資設廠都不是創新也可以成長，台灣投資環境確實還有可改善空間，例如水、電、土地等問題都有待改善，但台積電仍然會繼續投資台灣。,請問郭台銘與誰簽署合作備忘錄？,美國總統,台積電董事長,威斯康辛州州長,台灣總統,
11449,鴻海集團近日在美國宣布將在威斯康辛州設廠投資100億美元，董事長郭台銘表示要打造媲美矽谷的「威谷」，外界認為國內企業相繼出走，台積電董事長張忠謀則表示，台灣是投資的首選，不會跟進。記者陳軍豪報導鴻海集團董事長郭台銘日前在美國白宮和總統共同宣布鴻海將在威斯康辛州設廠，投資100億美元，郭台銘隨後前往威斯康辛州和州長渥克簽署合作備忘錄，他表示，很多人認為商人沒有祖國，但他覺得市場就是他的祖國，未來將在威斯康辛打造媲美矽谷的威谷~TAPE。鴻海赴美投資一案被外界認為是企業相繼出走，台積電董事長張忠謀則表示不會跟進~TAPE。張忠謀進一步表示，日前自己在演講中提到鴻海投資案並非創新，一般企業包括台積電在內，目前投資設廠都不是創新也可以成長，台灣投資環境確實還有可改善空間，例如水、電、土地等問題都有待改善，但台積電仍然會繼續投資台灣。,請問台積電董事長是誰？,郭台銘,張忠謀,吳寶春,李安,
11450,鴻海集團近日在美國宣布將在威斯康辛州設廠投資100億美元，董事長郭台銘表示要打造媲美矽谷的「威谷」，外界認為國內企業相繼出走，台積電董事長張忠謀則表示，台灣是投資的首選，不會跟進。記者陳軍豪報導鴻海集團董事長郭台銘日前在美國白宮和總統共同宣布鴻海將在威斯康辛州設廠，投資100億美元，郭台銘隨後前往威斯康辛州和州長渥克簽署合作備忘錄，他表示，很多人認為商人沒有祖國，但他覺得市場就是他的祖國，未來將在威斯康辛打造媲美矽谷的威谷~TAPE。鴻海赴美投資一案被外界認為是企業相繼出走，台積電董事長張忠謀則表示不會跟進~TAPE。張忠謀進一步表示，日前自己在演講中提到鴻海投資案並非創新，一般企業包括台積電在內，目前投資設廠都不是創新也可以成長，台灣投資環境確實還有可改善空間，例如水、電、土地等問題都有待改善，但台積電仍然會繼續投資台灣。,下列何者敘述有誤？,台積電將往海外投資,鴻海集團將往海外投資,鴻海董事長是郭台銘,台積電董事長是張忠謀,
11451,人力銀行調查「上班族省錢行為」，調查結果顯示9成5上班族嘆「薪水不夠用」、5成6上班族自認「住」的支出最多、7成7上班族有省錢行為等；而上班族每月省錢成效平均為3141元。記者王涵瑩報導人力銀行調查「上班族省錢行為」，發現職場上的一群「生活省錢族」，有5大省錢小撇步，包括「少聚餐不外食、少逛街上網、隨手省電、騎機車上班、只看網路免費影片」等。而行業類別中，百貨販售、民生服務業因薪資水準低於就業市場；營建不動產在房市低迷不振下，收入相對較少，成為三大生活最拮据、省錢比例最高的上班族。人力銀行副總經理李大華說明上班族省錢的情形tape；兼差媽Sarah說明她家如何省錢tape。李大華也提醒上班族，節儉是美德，但如果過度省錢而嚴重影響生活品質及身心健康，或者因過度精打細算而有損社交禮儀及人際關係，反而容易因小失大而得不償失。,下列何者不為五大省錢撇步？,少外食,少逛街,多上網,多省電,
11452,人力銀行調查「上班族省錢行為」，調查結果顯示9成5上班族嘆「薪水不夠用」、5成6上班族自認「住」的支出最多、7成7上班族有省錢行為等；而上班族每月省錢成效平均為3141元。記者王涵瑩報導人力銀行調查「上班族省錢行為」，發現職場上的一群「生活省錢族」，有5大省錢小撇步，包括「少聚餐不外食、少逛街上網、隨手省電、騎機車上班、只看網路免費影片」等。而行業類別中，百貨販售、民生服務業因薪資水準低於就業市場；營建不動產在房市低迷不振下，收入相對較少，成為三大生活最拮据、省錢比例最高的上班族。人力銀行副總經理李大華說明上班族省錢的情形tape；兼差媽Sarah說明她家如何省錢tape。李大華也提醒上班族，節儉是美德，但如果過度省錢而嚴重影響生活品質及身心健康，或者因過度精打細算而有損社交禮儀及人際關係，反而容易因小失大而得不償失。,哪項行業薪資水準低於就業市場？,百貨販售業,房仲業,電子業,保險業,
11453,人力銀行調查「上班族省錢行為」，調查結果顯示9成5上班族嘆「薪水不夠用」、5成6上班族自認「住」的支出最多、7成7上班族有省錢行為等；而上班族每月省錢成效平均為3141元。記者王涵瑩報導人力銀行調查「上班族省錢行為」，發現職場上的一群「生活省錢族」，有5大省錢小撇步，包括「少聚餐不外食、少逛街上網、隨手省電、騎機車上班、只看網路免費影片」等。而行業類別中，百貨販售、民生服務業因薪資水準低於就業市場；營建不動產在房市低迷不振下，收入相對較少，成為三大生活最拮据、省錢比例最高的上班族。人力銀行副總經理李大華說明上班族省錢的情形tape；兼差媽Sarah說明她家如何省錢tape。李大華也提醒上班族，節儉是美德，但如果過度省錢而嚴重影響生活品質及身心健康，或者因過度精打細算而有損社交禮儀及人際關係，反而容易因小失大而得不償失。,請問文中調查以什麼為調查重點？,學生省錢行為,上班族消費習慣,學生消費習慣,上班族省錢行為,
11454,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,請問什麼工廠傳出火警？,食品工廠,生活用品工廠,汽車工廠,印刷工廠,
11455,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,請問本案派出幾輛救護車？,5輛,13輛,41輛,4輛,
11456,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,請問本案派出多少名隊員救援？,5名,13名,41名,4名,
